,year,month,month_sin,month_cos,buying_sessions,label,spent_money,spent_money_first_month,spent_money_second_month,buying_events_first_month,buying_events_second_month,all_events_first_month,all_events_second_month
6032,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,104.88999999999999,0.0,34.9,0.0,0.0,17.0,0.0
6034,2022,3,1.0,6.123233995736766e-17,2.0,0.0,104.88999999999999,0.0,34.9,0.0,0.0,0.0,0.0
6036,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,104.88999999999999,0.0,34.9,0.0,1.0,0.0,8.0
6054,2022,3,1.0,6.123233995736766e-17,2.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0
6055,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,2.0
6056,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0
6066,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,255.0,0.0,255.0,0.0,1.0,0.0,4.0
6068,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,255.0,0.0,255.0,0.0,0.0,0.0,0.0
6079,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,279.99,0.0,279.99,0.0,0.0,0.0,0.0
6083,2022,3,1.0,6.123233995736766e-17,1.0,0.0,279.99,0.0,279.99,0.0,0.0,0.0,0.0
6084,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,279.99,0.0,279.99,0.0,1.0,0.0,11.0
6091,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1405.73,0.0,0.0,0.0,0.0,0.0,0.0
6092,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1405.73,0.0,0.0,0.0,0.0,4.0,0.0
6101,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1405.73,0.0,0.0,0.0,0.0,0.0,0.0
6103,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,454.0,0.0,359.0,0.0,0.0,0.0,0.0
6104,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,454.0,0.0,359.0,0.0,1.0,0.0,6.0
6107,2022,3,1.0,6.123233995736766e-17,3.0,0.0,454.0,0.0,359.0,0.0,0.0,0.0,0.0
6115,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,106.38,0.0,0.0,0.0,0.0,0.0,0.0
6118,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,106.38,0.0,0.0,0.0,0.0,0.0,0.0
6120,2022,3,1.0,6.123233995736766e-17,2.0,0.0,106.38,0.0,0.0,0.0,0.0,0.0,0.0
6124,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,43.99,43.99,0.0,1.0,0.0,2.0,0.0
6128,2022,3,1.0,6.123233995736766e-17,1.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,0.0
6133,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,12.0
6134,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,77.0,0.0,77.0,0.0,1.0,0.0,7.0
6136,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,77.0,0.0,77.0,0.0,0.0,7.0,0.0
6144,2022,2,0.8660254037844386,0.5000000000000001,8.0,0.0,2145.77,158.99,1471.99,0.0,3.0,0.0,17.0
6146,2022,1,0.49999999999999994,0.8660254037844387,8.0,0.0,2145.77,158.99,1471.99,2.0,0.0,25.0,0.0
6151,2022,3,1.0,6.123233995736766e-17,8.0,0.0,2145.77,158.99,1471.99,0.0,0.0,0.0,0.0
6152,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,29.19,0.0,0.0,0.0,0.0,0.0,0.0
6153,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,29.19,0.0,0.0,0.0,0.0,21.0,0.0
6158,2022,3,1.0,6.123233995736766e-17,3.0,0.0,291.94,291.94,0.0,0.0,0.0,0.0,0.0
6159,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,291.94,291.94,0.0,0.0,0.0,0.0,19.0
6160,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,291.94,291.94,0.0,2.0,0.0,28.0,0.0
6165,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,162.52,162.52,0.0,0.0,0.0,0.0,0.0
6167,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,162.52,162.52,0.0,1.0,0.0,16.0,0.0
6169,2022,3,1.0,6.123233995736766e-17,1.0,0.0,162.52,162.52,0.0,0.0,0.0,0.0,0.0
6174,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1094.21,903.98,73.23,2.0,0.0,10.0,0.0
6177,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1094.21,903.98,73.23,0.0,0.0,0.0,0.0
6179,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1094.21,903.98,73.23,0.0,2.0,0.0,12.0
6182,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,673.99,0.0,630.0,0.0,1.0,0.0,11.0
6183,2022,3,1.0,6.123233995736766e-17,2.0,0.0,673.99,0.0,630.0,0.0,0.0,0.0,0.0
6185,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,673.99,0.0,630.0,0.0,0.0,2.0,0.0
6190,2022,3,1.0,6.123233995736766e-17,5.0,0.0,967.99,967.99,0.0,0.0,0.0,0.0,0.0
6191,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,967.99,967.99,0.0,2.0,0.0,10.0,0.0
6192,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,967.99,967.99,0.0,0.0,0.0,0.0,5.0
6200,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1245.99,1202.0,43.99,0.0,0.0,0.0,0.0
6202,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1245.99,1202.0,43.99,2.0,0.0,14.0,0.0
6206,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,158.0,99.0,0.0,1.0,0.0,10.0,0.0
6209,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1407.12,0.0,1058.74,0.0,0.0,0.0,0.0
6213,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1407.12,0.0,1058.74,0.0,2.0,0.0,14.0
6214,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,468.8,0.0,299.8,0.0,0.0,0.0,0.0
6216,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,468.8,0.0,299.8,0.0,1.0,0.0,7.0
6219,2022,3,1.0,6.123233995736766e-17,2.0,0.0,468.8,0.0,299.8,0.0,0.0,0.0,0.0
6220,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,246.99,0.0,188.0,0.0,0.0,0.0,0.0
6222,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,246.99,0.0,188.0,0.0,1.0,0.0,2.0
6224,2022,3,1.0,6.123233995736766e-17,2.0,0.0,246.99,0.0,188.0,0.0,0.0,0.0,0.0
6243,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,543.98,179.0,364.98,1.0,0.0,4.0,0.0
6245,2022,3,1.0,6.123233995736766e-17,4.0,0.0,543.98,179.0,364.98,0.0,0.0,0.0,0.0
6248,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,543.98,179.0,364.98,0.0,3.0,0.0,6.0
6250,2022,3,1.0,6.123233995736766e-17,2.0,0.0,879.99,0.0,879.99,0.0,0.0,0.0,0.0
6251,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,879.99,0.0,879.99,0.0,0.0,8.0,0.0
6255,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,879.99,0.0,879.99,0.0,2.0,0.0,8.0
6259,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1644.8899999999999,653.9,773.0,0.0,0.0,0.0,0.0
6260,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1644.8899999999999,653.9,773.0,0.0,1.0,0.0,15.0
6262,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1644.8899999999999,653.9,773.0,2.0,0.0,16.0,0.0
6268,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,830.1800000000001,674.74,0.0,0.0,0.0,0.0,8.0
6269,2022,3,1.0,6.123233995736766e-17,3.0,0.0,830.1800000000001,674.74,0.0,0.0,0.0,0.0,0.0
6272,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,830.1800000000001,674.74,0.0,2.0,0.0,10.0,0.0
6280,2022,3,1.0,6.123233995736766e-17,2.0,0.0,202.99,99.99,103.0,0.0,0.0,0.0,0.0
6281,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,202.99,99.99,103.0,0.0,1.0,0.0,18.0
6282,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,202.99,99.99,103.0,1.0,0.0,3.0,0.0
6296,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1269.99,1157.0,69.0,0.0,0.0,0.0,0.0
6298,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1269.99,1157.0,69.0,2.0,0.0,16.0,0.0
6302,2022,3,1.0,6.123233995736766e-17,3.0,0.0,747.0,0.0,747.0,0.0,0.0,0.0,0.0
6304,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,747.0,0.0,747.0,0.0,0.0,13.0,0.0
6305,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,785.0,0.0,349.0,0.0,0.0,1.0,0.0
6306,2022,3,1.0,6.123233995736766e-17,3.0,0.0,785.0,0.0,349.0,0.0,0.0,0.0,0.0
6311,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,525.79,299.8,225.99,1.0,0.0,7.0,0.0
6315,2022,3,1.0,6.123233995736766e-17,2.0,0.0,525.79,299.8,225.99,0.0,0.0,0.0,0.0
6322,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,959.0,959.0,0.0,4.0,0.0,51.0,0.0
6324,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,959.0,959.0,0.0,0.0,0.0,0.0,2.0
6327,2022,3,1.0,6.123233995736766e-17,4.0,0.0,959.0,959.0,0.0,0.0,0.0,0.0,0.0
6338,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,946.0,0.0,699.0,0.0,0.0,0.0,0.0
6339,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,946.0,0.0,699.0,0.0,1.0,0.0,13.0
6348,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,680.0,0.0,680.0,0.0,0.0,9.0,0.0
6350,2022,3,1.0,6.123233995736766e-17,1.0,0.0,680.0,0.0,680.0,0.0,0.0,0.0,0.0
6351,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,680.0,0.0,680.0,0.0,1.0,0.0,4.0
6361,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,247.27,0.0,247.27,0.0,0.0,0.0,0.0
6362,2022,3,1.0,6.123233995736766e-17,2.0,0.0,247.27,0.0,247.27,0.0,0.0,0.0,0.0
6366,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,247.27,0.0,247.27,0.0,1.0,0.0,2.0
6375,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,693.64,629.74,44.0,1.0,0.0,22.0,0.0
6377,2022,3,1.0,6.123233995736766e-17,3.0,0.0,693.64,629.74,44.0,0.0,0.0,0.0,0.0
6379,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,693.64,629.74,44.0,0.0,1.0,0.0,10.0
6387,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,753.0,506.0,247.0,0.0,1.0,0.0,21.0
6389,2022,3,1.0,6.123233995736766e-17,3.0,0.0,753.0,506.0,247.0,0.0,0.0,0.0,0.0
6392,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,753.0,506.0,247.0,2.0,0.0,17.0,0.0
6396,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,359.0,0.0,359.0,0.0,0.0,4.0,0.0
6397,2022,3,1.0,6.123233995736766e-17,1.0,0.0,359.0,0.0,359.0,0.0,0.0,0.0,0.0
6398,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,359.0,0.0,359.0,0.0,1.0,0.0,12.0
6406,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,742.99,699.0,43.99,0.0,1.0,0.0,2.0
6407,2022,3,1.0,6.123233995736766e-17,2.0,0.0,742.99,699.0,43.99,0.0,0.0,0.0,0.0
6408,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,742.99,699.0,43.99,1.0,0.0,7.0,0.0
6423,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,815.0,588.0,227.0,2.0,0.0,22.0,0.0
6424,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,815.0,588.0,227.0,0.0,2.0,0.0,21.0
6425,2022,3,1.0,6.123233995736766e-17,6.0,0.0,815.0,588.0,227.0,0.0,0.0,0.0,0.0
6432,2022,3,1.0,6.123233995736766e-17,2.0,0.0,688.99,0.0,58.99,0.0,0.0,0.0,0.0
6433,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,688.99,0.0,58.99,0.0,0.0,3.0,0.0
6436,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,688.99,0.0,58.99,0.0,1.0,0.0,2.0
6440,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,215.89000000000001,94.9,43.99,1.0,0.0,5.0,0.0
6442,2022,3,1.0,6.123233995736766e-17,4.0,0.0,215.89000000000001,94.9,43.99,0.0,0.0,0.0,0.0
6446,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,215.89000000000001,94.9,43.99,0.0,1.0,0.0,22.0
6448,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
6451,2022,3,1.0,6.123233995736766e-17,3.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
6454,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0
6458,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,202.99,99.99,103.0,1.0,0.0,10.0,0.0
6459,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,202.99,99.99,103.0,0.0,1.0,0.0,3.0
6462,2022,3,1.0,6.123233995736766e-17,4.0,0.0,202.99,99.99,103.0,0.0,0.0,0.0,0.0
6469,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,118.88,0.0,118.88,0.0,0.0,3.0,0.0
6470,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,118.88,0.0,118.88,0.0,1.0,0.0,12.0
6472,2022,3,1.0,6.123233995736766e-17,3.0,0.0,118.88,0.0,118.88,0.0,0.0,0.0,0.0
6484,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,58.99,58.99,0.0,1.0,0.0,2.0,0.0
6496,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1361.0,858.0,247.0,0.0,1.0,0.0,12.0
6499,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1361.0,858.0,247.0,0.0,0.0,0.0,0.0
6502,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1361.0,858.0,247.0,2.0,0.0,11.0,0.0
6508,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,663.98,43.99,619.99,0.0,1.0,0.0,9.0
6510,2022,3,1.0,6.123233995736766e-17,2.0,0.0,663.98,43.99,619.99,0.0,0.0,0.0,0.0
6511,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,663.98,43.99,619.99,1.0,0.0,2.0,0.0
6519,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,2.0
6520,2022,3,1.0,6.123233995736766e-17,1.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0
6521,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,610.0,0.0,0.0,0.0,0.0,8.0,0.0
6531,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,95.0,0.0,95.0,0.0,1.0,0.0,5.0
6541,2022,3,1.0,6.123233995736766e-17,2.0,0.0,313.85,313.85,0.0,0.0,0.0,0.0,0.0
6542,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,313.85,313.85,0.0,0.0,0.0,0.0,1.0
6545,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,313.85,313.85,0.0,1.0,0.0,23.0,0.0
6557,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,77.0,0.0,77.0,0.0,0.0,11.0,0.0
6561,2022,3,1.0,6.123233995736766e-17,1.0,0.0,361.99,0.0,0.0,0.0,0.0,0.0,0.0
6563,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,361.99,0.0,0.0,0.0,0.0,0.0,3.0
6570,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,361.99,0.0,0.0,0.0,0.0,0.0,0.0
6572,2022,3,1.0,6.123233995736766e-17,7.0,1.0,1410.28,714.98,0.0,0.0,0.0,0.0,0.0
6573,2022,2,0.8660254037844386,0.5000000000000001,7.0,1.0,1410.28,714.98,0.0,0.0,0.0,0.0,18.0
6581,2022,3,1.0,6.123233995736766e-17,1.0,0.0,939.23,939.23,0.0,0.0,0.0,0.0,0.0
6582,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,939.23,939.23,0.0,0.0,0.0,0.0,0.0
6586,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,939.23,939.23,0.0,1.0,0.0,9.0,0.0
6591,2022,3,1.0,6.123233995736766e-17,2.0,0.0,43.99,0.0,43.99,0.0,0.0,0.0,0.0
6594,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,43.99,0.0,43.99,0.0,1.0,0.0,2.0
6596,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,43.99,0.0,43.99,0.0,0.0,1.0,0.0
6601,2022,3,1.0,6.123233995736766e-17,7.0,0.0,1013.78,623.79,120.99000000000001,0.0,0.0,0.0,0.0
6602,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,1013.78,623.79,120.99000000000001,3.0,0.0,12.0,0.0
6603,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,1013.78,623.79,120.99000000000001,0.0,2.0,0.0,4.0
6627,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,465.99,0.0,465.99,0.0,0.0,10.0,0.0
6629,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,465.99,0.0,465.99,0.0,3.0,0.0,23.0
6633,2022,3,1.0,6.123233995736766e-17,5.0,0.0,465.99,0.0,465.99,0.0,0.0,0.0,0.0
6638,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,116.99,116.99,0.0,1.0,0.0,8.0,0.0
6641,2022,3,1.0,6.123233995736766e-17,3.0,0.0,116.99,116.99,0.0,0.0,0.0,0.0,0.0
6642,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,116.99,116.99,0.0,0.0,0.0,0.0,10.0
6651,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,773.0,0.0,773.0,0.0,0.0,0.0,0.0
6656,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,773.0,0.0,773.0,0.0,1.0,0.0,2.0
6660,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1389.3799999999999,0.0,210.98000000000002,0.0,0.0,3.0,0.0
6661,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1389.3799999999999,0.0,210.98000000000002,0.0,0.0,0.0,0.0
6665,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1389.3799999999999,0.0,210.98000000000002,0.0,3.0,0.0,16.0
6666,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,724.8,0.0,54.8,0.0,0.0,7.0,0.0
6670,2022,3,1.0,6.123233995736766e-17,2.0,0.0,724.8,0.0,54.8,0.0,0.0,0.0,0.0
6672,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,724.8,0.0,54.8,0.0,1.0,0.0,7.0
6673,2022,3,1.0,6.123233995736766e-17,9.0,0.0,773.08,0.0,585.08,0.0,0.0,0.0,0.0
6674,2022,1,0.49999999999999994,0.8660254037844387,9.0,0.0,773.08,0.0,585.08,0.0,0.0,3.0,0.0
6678,2022,2,0.8660254037844386,0.5000000000000001,9.0,0.0,773.08,0.0,585.08,0.0,4.0,0.0,27.0
6681,2022,3,1.0,6.123233995736766e-17,2.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
6682,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,99.0,0.0,0.0,0.0,0.0,9.0,0.0
6684,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0
6689,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,298.89,0.0,298.89,0.0,2.0,0.0,17.0
6690,2022,3,1.0,6.123233995736766e-17,2.0,0.0,298.89,0.0,298.89,0.0,0.0,0.0,0.0
6691,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,298.89,0.0,298.89,0.0,0.0,10.0,0.0
6705,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,1369.0,739.0,0.0,2.0,0.0,19.0,0.0
6706,2022,3,1.0,6.123233995736766e-17,3.0,1.0,1369.0,739.0,0.0,0.0,0.0,0.0,0.0
6722,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,479.0,0.0,0.0,0.0,0.0,14.0,0.0
6728,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,815.99,116.99,0.0,1.0,0.0,17.0,0.0
6729,2022,3,1.0,6.123233995736766e-17,3.0,1.0,815.99,116.99,0.0,0.0,0.0,0.0,0.0
6732,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1577.05,1508.05,69.0,3.0,0.0,15.0,0.0
6733,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1577.05,1508.05,69.0,0.0,0.0,0.0,0.0
6739,2022,3,1.0,6.123233995736766e-17,5.0,1.0,1100.0,306.0,0.0,0.0,0.0,0.0,0.0
6741,2022,1,0.49999999999999994,0.8660254037844387,5.0,1.0,1100.0,306.0,0.0,2.0,0.0,15.0,0.0
6746,2022,3,1.0,6.123233995736766e-17,4.0,1.0,1058.8,79.0,299.8,0.0,0.0,0.0,0.0
6748,2022,1,0.49999999999999994,0.8660254037844387,4.0,1.0,1058.8,79.0,299.8,1.0,0.0,21.0,0.0
6751,2022,2,0.8660254037844386,0.5000000000000001,4.0,1.0,1058.8,79.0,299.8,0.0,1.0,0.0,9.0
6753,2022,3,1.0,6.123233995736766e-17,3.0,1.0,1898.96,439.0,0.0,0.0,0.0,0.0,0.0
6754,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,1898.96,439.0,0.0,0.0,0.0,0.0,0.0
6757,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,1898.96,439.0,0.0,1.0,0.0,5.0,0.0
6759,2022,3,1.0,6.123233995736766e-17,3.0,0.0,845.36,698.36,147.0,0.0,0.0,0.0,0.0
6761,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,845.36,698.36,147.0,0.0,1.0,0.0,20.0
6764,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,268.0,268.0,0.0,0.0,0.0,0.0,7.0
6765,2022,3,1.0,6.123233995736766e-17,4.0,0.0,268.0,268.0,0.0,0.0,0.0,0.0,0.0
6767,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,268.0,268.0,0.0,2.0,0.0,8.0,0.0
6775,2022,3,1.0,6.123233995736766e-17,4.0,0.0,495.0,436.0,59.0,0.0,0.0,0.0,0.0
6778,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,495.0,436.0,59.0,0.0,1.0,0.0,4.0
6779,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,495.0,436.0,59.0,2.0,0.0,12.0,0.0
6781,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0
6782,2022,3,1.0,6.123233995736766e-17,2.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0
6787,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0
6788,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,1097.0,99.0,0.0,0.0,0.0,0.0,0.0
6789,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,1097.0,99.0,0.0,1.0,0.0,16.0,0.0
6792,2022,3,1.0,6.123233995736766e-17,3.0,1.0,1097.0,99.0,0.0,0.0,0.0,0.0,0.0
6793,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,429.0,429.0,0.0,1.0,0.0,4.0,0.0
6795,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,429.0,429.0,0.0,0.0,0.0,0.0,2.0
6799,2022,3,1.0,6.123233995736766e-17,3.0,0.0,437.99,379.0,58.99,0.0,0.0,0.0,0.0
6800,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,437.99,379.0,58.99,1.0,0.0,15.0,0.0
6802,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,437.99,379.0,58.99,0.0,1.0,0.0,2.0
6822,2022,3,1.0,6.123233995736766e-17,2.0,0.0,708.73,0.0,708.73,0.0,0.0,0.0,0.0
6824,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,708.73,0.0,708.73,0.0,0.0,0.0,0.0
6825,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,708.73,0.0,708.73,0.0,2.0,0.0,11.0
6830,2022,3,1.0,6.123233995736766e-17,3.0,0.0,619.0,0.0,619.0,0.0,0.0,0.0,0.0
6831,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,619.0,0.0,619.0,0.0,1.0,0.0,12.0
6832,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,619.0,0.0,619.0,0.0,0.0,0.0,0.0
6838,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,664.88,0.0,664.88,0.0,2.0,0.0,19.0
6839,2022,3,1.0,6.123233995736766e-17,4.0,0.0,664.88,0.0,664.88,0.0,0.0,0.0,0.0
6843,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,664.88,0.0,664.88,0.0,0.0,12.0,0.0
6846,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,14.6,0.0,14.6,0.0,1.0,0.0,10.0
6847,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,14.6,0.0,14.6,0.0,0.0,5.0,0.0
6850,2022,3,1.0,6.123233995736766e-17,2.0,0.0,14.6,0.0,14.6,0.0,0.0,0.0,0.0
6854,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,1025.78,176.99,792.9,0.0,2.0,0.0,14.0
6855,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,1025.78,176.99,792.9,2.0,0.0,6.0,0.0
6858,2022,3,1.0,6.123233995736766e-17,7.0,0.0,1025.78,176.99,792.9,0.0,0.0,0.0,0.0
6869,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,621.47,148.48,319.0,0.0,1.0,0.0,6.0
6870,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,621.47,148.48,319.0,1.0,0.0,9.0,0.0
6871,2022,3,1.0,6.123233995736766e-17,4.0,0.0,621.47,148.48,319.0,0.0,0.0,0.0,0.0
6873,2022,1,0.49999999999999994,0.8660254037844387,8.0,1.0,1298.92,221.92000000000002,0.0,4.0,0.0,21.0,0.0
